"AnimalID","AnimalInternal-ID","AnimalName","AnimalType","AnimalSex","AnimalCurrentWeightPounds","AnimalDOB","AnimalBreed","AnimalColor","AnimalPattern"
79706,19848938,"Hankster","Dog","Male",10,20150804,"Terrier, Wirehaired/Mix","Tan/None",NULL
79707,19603609,"Churro","Dog","Female",10.7,20180123,"Chihuahua, Short Coat","White/Black","Bicolor"
79708,20337771,"Dawn","Dog","Female",21,20191129,"Collie, Border/Shepherd, German","Black/White",NULL
79714,20339858,"Pearl","Dog","Female",60,20180118,"Retriever, Labrador","White/Tan",NULL
79715,20340037,"Shona","Dog","Female",62,20180127,"Terrier, Pit Bull/Mix","Brown/White",NULL
79716,20340204,"Flint","Dog","Male",58.5,20170123,"Shepherd, German","White/None",NULL
79717,20340482,"Daria","Dog","Female",47,20190128,"Shepherd, Dutch/Mix","Brindle/White",NULL
79718,20340953,"Blake","Dog","Male",66,20120129,"Shepherd, German","Brown/Black",NULL
79719,20341183,"Papi","Dog","Male",54.4,20180125,"Terrier, Pit Bull","Black/White",NULL
79720,20342125,"Mason","Dog","Male",63,20170928,"Blue Lacy","Blue/None",NULL
79722,20342664,"Kansas","Dog","Female",50,20180206,"Retriever, Labrador/Cattle Dog","White/None",NULL
79726,20351546,"Johanna","Dog","Female",0,20191107,"Shepherd/Mix","Brown/White",NULL
79727,20353625,"Rudder","Dog","Male",55.5,20120419,"Blue Lacy","Blue/Tan",NULL
79729,20355063,"Rue","Dog","Female",0,20190707,"Retriever, Labrador/Mixed Breed (Medium)","Blond/None",NULL
79772,20339159,"Owen","Dog","Male",58,20181107,"Retriever, Labrador/Mix","Cream/White",NULL
79786,20374773,"Pinkie","Dog","Female",60,20180205,"Mixed Breed (Medium)","/None",NULL
79798,20383159,"George","Dog","Male",65,20150209,"Terrier, American Pit Bull","White/None",NULL
79800,20386782,"Rosa Parks","Dog","Female",10,20190208,"Pinscher, Miniature","Black/Brown",NULL
79804,20404423,"Brutus","Dog","Male",10,20160110,"Dachshund/Mix","Brown/None",NULL
79934,20454330,"Pipa","Dog","Female",3.7,20191011,"Chihuahua","Black/White",NULL
79935,19749269,"Sherman","Dog","Male",13,20191030,"Akita/Terrier, Pit Bull","Red/Mahogany/White",NULL
79936,19752146,"Banana","Dog","Female",0,20191030,"Akita/Terrier, Pit Bull","Red/Mahogany/White",NULL
79937,19752122,"Suzy","Dog","Female",15,20191030,"Akita/Terrier, Pit Bull","Red/Mahogany/White",NULL
79938,19752077,"Raquel","Dog","Female",13,20191030,"Akita/Terrier, Pit Bull","Red/Mahogany/White",NULL
79939,19750881,"Deebo Samuel","Dog","Male",13,20191030,"Akita/Terrier, Pit Bull","Red/Mahogany/White",NULL
79940,19749854,"Nick Bosa","Dog","Male",13,20191030,"Akita/Terrier, Pit Bull","Red/Mahogany/White",NULL
79947,20458803,"Candy","Dog","Female",13.75,20191104,"Shepherd","Brown/Black",NULL
79948,20458827,"Heart","Dog","Female",14,20191104,"Shepherd","Brown/Black",NULL
79949,20458843,"Love","Dog","Female",11.5,20191104,"Shepherd","Brown/Black",NULL
79950,20458858,"Rose","Dog","Female",15,20191104,"Shepherd","Black/None",NULL
79951,20458902,"Hermoso","Dog","Male",0,20191004,"Shepherd","Black/Tan",NULL
79952,20458919,"Cupid","Dog","Female",12.5,20191104,"Shepherd","Brown/Black",NULL
79953,20459162,"Isabelle","Dog","Female",48,20170811,"Husky/Husky","Black/White",NULL
79954,20459449,"Cafall","Dog","Male",67,20170811,"Husky/Husky","Brown/White",NULL
79956,20460467,"Kaila","Dog","Female",69,20170211,"Shepherd, German","Black/Brown",NULL
79960,20461454,"Athena","Dog","Female",32.6,20180403,"Cattle Dog/Mix","White/Tan",NULL
79961,20462586,"Bee","Dog","Female",58,20190211,"Retriever, Labrador/Mixed Breed (Large)","Black/None",NULL
79978,20521247,"Chucho","Dog","Male",74,20130903,"Terrier, American Pit Bull/Mix","Sable/White",NULL
79979,20521684,"Filene","Dog","Female",45,20190131,"Terrier, Pit Bull/Mix","Brown/White",NULL
79980,20521824,"Hinata","Dog","Female",52,20190413,"Retriever, Labrador","Black/White",NULL
79981,20522599,"Tebow","Dog","Male",63,20180123,"Terrier, American Staffordshire","Tan/White",NULL
79982,20522954,"Deluna","Dog","Female",46,20190117,"Retriever, Labrador","White/None",NULL
79983,20523113,"Muriel","Dog","Female",67.2,20180725,"Husky, Siberian/Mix","Brown/White",NULL
79984,20524184,"Ike","Dog","Male",73.6,20160128,"Bloodhound/Mix","Brown/Black",NULL
79985,20524444,"Chardonnay","Dog","Female",37.6,20170202,"Shepherd, German/Beagle","Brown/White","Tricolor"
79986,20524625,"Azalea","Dog","Female",40,20190203,"Shepherd, Dutch/Mix","Brindle/White",NULL
79987,20524750,"Kiss","Dog","Female",60,20190206,"Terrier, Pit Bull","White/Black",NULL
79988,20524971,"Keith","Dog","Male",58.6,20190123,"Terrier, Pit Bull/Mix","Black/White",NULL
79989,20525128,"Sonny","Dog","Male",86.4,20180131,"Terrier, American Pit Bull","Tan/White",NULL
79990,20525352,"Oprah","Dog","Female",44,20160316,"Terrier, Pit Bull/Mix","White/Brown",NULL
79991,20525877,"Sugar","Dog","Female",15.3,20090812,"Terrier/Chihuahua","Cream/None",NULL
79992,20525973,"Murphy","Dog","Male",63,20180123,"Shepherd, German","Tan/Black",NULL
79993,20526089,"Triumph","Dog","Male",48,20180121,"Hound, Black and Tan Coonhound/Retriever, Labrador","Black/Tan",NULL
79994,20526712,"Journey","Dog","Male",48,20190121,"Shepherd, Australian/Mix","Brown/Tan","Tricolor"
79995,20526857,"Cody","Dog","Male",53.2,20160821,"Shepherd, German","Black/Tan",NULL
79996,20527116,"Maui","Dog","Male",86,20180106,"Retriever, Labrador/Mix","Red/Mahogany/White",NULL
79997,20527954,"Glenn","Dog","Male",18,20120212,"Eskimo, American","White/None",NULL
79998,20528281,"Fancy","Dog","Female",21,20130212,"Eskimo, American","White/None",NULL
79999,20528943,"Rusty","Dog","Male",43,20191225,"American Blue Heeler/Mix","White/Brown",NULL
80000,20530131,"Ruster","Dog","Male",55,20180212,"Retriever, Chocolate Labrador/Mix","Chocolate/White",NULL
80001,20530783,"Jordan","Dog","Female",9.2,20191212,"Terrier/Mix","Black/Brown",NULL
80002,20530853,"Ten Ten","Dog","Male",4.12,20191126,"Terrier/Mix","Brown/Chocolate",NULL
80026,19841677,"Lottie","Dog","Female",30.2,20190614,"Black Mouth Cur","Brown/White","Bicolor"
80027,19203986,"Petunia","Dog","Female",61,20180112,"Black Mouth Cur/Mix","Brown/None",NULL
80028,20543659,"Lex","Dog","Male",66,20171123,"Terrier, Pit Bull/Mix","White/Brown",NULL
80029,20543896,"Woodrow","Dog","Male",18.4,20180213,"Dachshund/Mixed Breed (Small)","Black/None",NULL
80031,20545316,"Zelda","Dog","Female",31,20190718,"Terrier, Pit Bull/Mix","Brindle/White",NULL
80035,20546114,"Pink Floyd","Dog","Male",35,20190929,"Cattle Dog","Black/White",NULL
80048,20549853,"Gabriel","Dog","Male",46,20080213,"Retriever, Labrador","Black/None",NULL
80057,20551818,"Mystery","Dog","Unknown",0,20200213,"Mixed Breed (Small)","/None",NULL
80058,20551827,"Hollis","Dog","Unknown",0,20200213,"Mixed Breed (Small)","/None",NULL
80059,20551828,"Cypress","Dog","Unknown",0,20200213,"Mixed Breed (Small)","/None",NULL
80060,20551829,"Austen","Dog","Unknown",0,20200213,"Mixed Breed (Small)","/None",NULL
80061,20551831,"Rylen","Dog","Unknown",0,20200213,"Mixed Breed (Small)","/None",NULL
80062,20551832,"Lennon","Dog","Unknown",0,20200213,"Mixed Breed (Small)","/None",NULL
80063,20551833,"Eastyn","Dog","Unknown",0,20200213,"Mixed Breed (Small)","/None",NULL
80064,20551834,"Clarke","Dog","Unknown",0,20200213,"Mixed Breed (Small)","/None",NULL
80065,20563643,"Esco","Dog","Male",0,20191118,"Terrier, Bull/Mix","White/Black",NULL
80066,20563703,"Nell","Dog","Male",0,20191118,"Terrier, Bull/Mix","White/Black",NULL
80067,20566364,"Hayden","Dog","Male",0,20191118,"Ridgeback, Rhodesian/Mix","Chocolate/None",NULL
80068,20566420,"Quinn","Dog","Female",23,20191118,"Ridgeback, Rhodesian/Mix","Blue/None",NULL
80069,20566505,"Peyton","Dog","Female",20,20191118,"Ridgeback, Rhodesian/Mix","Chocolate/White",NULL
80070,20566556,"Sawyer","Dog","Female",10,20191118,"Ridgeback, Rhodesian/Mix","Brindle/None",NULL
80071,20566999,"Angel","Dog","Female",22,20191118,"Ridgeback, Rhodesian/Mix","Brindle/White",NULL
80072,20567057,"Riley","Dog","Female",11,20191118,"Ridgeback, Rhodesian/Mix","Brown/White",NULL
80073,20567118,"Avery","Dog","Female",7.1,20191118,"Ridgeback, Rhodesian/Mix","Tan/White",NULL
80074,20567260,"Mage","Dog","Female",25.3,20191118,"Ridgeback, Rhodesian/Mix","Brown/White",NULL
80076,20568349,"Hercules","Dog","Male",61.6,20160208,"Boxer/Mix","Red/Mahogany/White",NULL
80087,20572675,"Sutton","Dog","Female",11,20191118,"Ridgeback, Rhodesian/Mix","Chocolate/White",NULL
80088,20572835,"Karsen","Dog","Female",8.44,20191118,"Ridgeback, Rhodesian/Mix","Brown/White",NULL
80089,20573451,"Gino","Dog","Male",35,20190914,"Retriever, Labrador","Red/Mahogany/White",NULL
80090,20573482,"Kyrie","Dog","Male",0,20190814,"Retriever, Labrador","Black/None",NULL
80091,20573495,"Kalani","Dog","Female",23,20190714,"Retriever, Labrador","Red/Mahogany/White",NULL
80092,20581915,"Snooty Dench","Dog","Female",6.75,20191214,"Retriever, Labrador","White/None",NULL
80093,20584247,"Sarah Jessica Barker","Dog","Female",17,20191115,"Whippet/Mix","Red/Mahogany/White",NULL
80094,20587040,"Mike","Dog","Male",52,20180215,"Retriever, Yellow Labrador","Yellow/None",NULL
80097,19112997,"Biscotti","Dog","Female",11,20200107,"Shepherd, Anatolian/Mixed Breed (Large)","Sable/White","Bicolor"
80102,19624624,"Robert","Dog","Male",67.8,20160726,"Shepherd, German","Black/None",NULL
80104,20593911,"Bark Ruffalo","Dog","Male",5.8,20191119,"Retriever, Labrador","Black/None",NULL
80121,20598704,"Pico","Dog","Male",0,20191216,"Chihuahua","/None",NULL
80122,20599068,"Ritz","Dog","Male",3.03,20200116,"Chihuahua/Mix","Tan/White",NULL
80123,20599152,"Triscuit","Dog","Male",2.56,20200116,"Chihuahua/Mix","Tan/Black",NULL
80124,20599207,"Wheat Thin","Dog","Female",2.38,20200116,"Chihuahua/Mix","Brown/White","Tricolor"
80125,20599253,"Saltine","Dog","Male",3.5,20200116,"Chihuahua/Mix","Tan/White",NULL
80126,20600288,"Rachel","Dog","Female",29,20200116,"Mixed Breed (Medium)","Brown/None",NULL
80127,20518994,"Mateo","Dog","Male",15,20191123,"Cattle Dog, Australian (Red Heeler)/Shepherd, German","Red/Mahogany/White","Brindle"
80151,20611601,"Franklin","Dog","Male",69.6,20180217,"Ridgeback, Rhodesian/Black Mouth Cur","Wheaten/None",NULL
80152,20612427,"Woofie","Dog","Male",2,20191107,"Chihuahua","White/Black",NULL
80156,20615694,"Carlie","Dog","Female",4,20191217,"Chihuahua","Tan/None",NULL
80157,20615915,"Charlotte","Dog","Female",0,20191217,"Chihuahua","Brown/White",NULL
80158,20615952,"Chino","Dog","Male",4,20191217,"Chihuahua","Brown/None",NULL
80160,20618893,"Coco Chanel","Dog","Female",5,20110322,"Chihuahua/Mix","Black/None",NULL
80162,20619057,"California","Dog","Female",53,20171114,"Shepherd, German/Mix","Brown/Tan",NULL
80166,20619252,"Azulito","Dog","Male",59,20181207,"Mixed Breed (Medium)","White/Tan",NULL
80170,20632232,"Birdie","Dog","Female",35,20180218,"Shepherd, German/Mix","Black/Tan",NULL
80172,20633698,"Jeremy","Dog","Male",58.25,20180212,"Shepherd, German","Black/Brown",NULL
80173,20634576,"Asher","Dog","Male",59,20170806,"Shepherd, German/Husky, Alaskan","White/Tan",NULL
80174,20634755,"Polly","Dog","Female",37,20140816,"Cattle Dog, Australian (Blue Heeler)","White/Black","Tick"
80175,20634811,"Bella","Dog","Female",38,20150816,"Cattle Dog, Australian (Blue Heeler)","Blue Black/Black","Merle"
80176,20634942,"Marnie","Dog","Female",50,20180208,"Bulldog, American","White/Black",NULL
80177,20635218,"Cheese Sandwich","Dog","Male",71,20140123,"Terrier, Pit Bull","Black/White",NULL
80178,20635801,"Squish","Dog","Female",45,20180204,"Terrier, Pit Bull/Mix","Brown/Brindle",NULL
80179,20635879,"Sarabi","Dog","Female",85.5,20190212,"Pyrenees, Great","Cream/Black",NULL
80180,20635916,"Zira","Dog","Female",87,20180212,"Pyrenees, Great","White/None",NULL
80181,20636067,"Rosemary","Dog","Female",44,20171106,"Collie, Border/Mix","Black/White",NULL
80182,20636429,"Beyonce","Dog","Female",25,20191118,"Collie, Border","White/None",NULL
80183,20636436,"Kelly","Dog","Female",0,20191118,"Collie, Border","White/Black",NULL
80184,20636440,"Michelle","Dog","Female",20,20191118,"Collie, Border","White/Black",NULL
80245,20668683,"Pharaoh","Dog","Male",33,20180227,"Terrier, Pit Bull","White/Brown",NULL
80249,20669032,"Handsome","Dog","Male",25,20191019,"Retriever, Black Labrador/Mix","Black/White",NULL
80250,20669065,"Sunshine","Dog","Female",44,20190408,"Terrier, Pit Bull/Mix","Blue/White",NULL
80252,20669266,"Mildred","Dog","Female",63,20180209,"Cattle Dog/Mix","White/Tan",NULL
80253,20669491,"Virginia","Dog","Female",54,20170209,"Terrier, Pit Bull","Black/None",NULL
80254,20669745,"Colorado","Dog","Male",57,20190209,"Terrier, Pit Bull","Black/None",NULL
80257,20671757,"Pastrami","Dog","Male",60.6,20181102,"Terrier/Blue Lacy","Blue/White",NULL
80258,20672013,"Wendy","Dog","Female",57,20170129,"Shepherd/Mix","Red/Mahogany/None",NULL
80259,20672387,"Sasha","Dog","Female",40.3,20161117,"Collie, Border","Black/White",NULL
80260,20672523,"Bandit","Dog","Male",59,20180804,"Ridgeback, Rhodesian/Mix","Red/Mahogany/Tan",NULL
80261,20673291,"Pilar","Dog","Female",79.6,20150209,"Terrier, Pit Bull","Brindle/Black",NULL
80263,20673526,"Armando","Dog","Male",46,20190413,"Shepherd, German/Mix","Brown/Black",NULL
80264,20673725,"Lugosi","Dog","Male",56,20180205,"Retriever, Labrador/Husky, Alaskan","Tan/White",NULL
80270,20677428,"Maxwell","Dog","Male",50.6,20190219,"Mixed Breed (Medium)","Black/White",NULL
80271,20678389,"Sammy","Dog","Male",12.9,20170219,"Maltese/Poodle","Apricot/White",NULL
80275,20708583,"Berry","Dog","Female",13,20100220,"Terrier, Rat","White/Black",NULL
80278,20709702,"Emmalyn","Dog","Female",53,20190218,"Shepherd/Cattle Dog","Black/Beige","Tricolor"
80280,18944715,"Pumba","Dog","Male",79,20171108,"Retriever, Black Labrador","Black/White","Bicolor"
80281,8190645,"Rider","Dog","Male",35,20180514,"American Blue Heeler/Mix","Black/None","Bicolor"
80282,17896249,"Oslo","Dog","Male",54,20171214,"Shepherd","Cream/None","Solid"
80283,19656490,"Sandalwood","Dog","Male",43.1,20150728,"Shepherd, German","Black/None",NULL
80284,20005186,"Randolph","Dog","Male",42.8,20180204,"Retriever","Black/Brown",NULL
80285,20329511,"Eiffel","Dog","Male",76.6,20130206,"Retriever/Retriever, Black Labrador","Black/None",NULL
80286,19453785,"Elizabeth Taylor","Dog","Female",49.8,20190119,"Collie, Border/Mixed Breed (Medium)","White/Black",NULL
80287,18670203,"Dimitri","Dog","Male",54,20180122,"Boxer/Shepherd","Brown/Black","Bicolor"
80288,20713748,"Buffalo","Dog","Male",75.4,20120220,"Retriever, Labrador","White/None",NULL
80292,20718149,"Miss Pepper","Dog","Female",12.8,20060220,"Terrier, Wire Fox","Red/Mahogany/None",NULL
80300,20719624,"LL Drool J","Dog","Male",9.6,20050629,"Terrier, Rat","Black/White",NULL
80302,20722466,"Rumpus","Dog","Male",6.1,20120220,"Chihuahua","Tan/None",NULL
80311,20732516,"Hockey","Dog","Male",44,20161223,"Husky, Siberian/Mix","White/None",NULL
80312,20732885,"Elon","Dog","Male",6,20130220,"Chihuahua/Mix","Tan/None",NULL
80313,20732976,"Rivet","Dog","Male",0,20190220,"Retriever, Labrador/Collie","White/Brindle",NULL
80314,20733195,"Mr. LoveLace","Dog","Male",53,20180220,"Pyrenees, Great","White/Cream",NULL
80325,20634112,"Regenct","Dog","Male",13,20180218,"Terrier/Terrier, Rat","Black/White",NULL
80332,20740955,"Jamie","Dog","Female",52,20180221,"Shepherd","Brown/Black",NULL
80333,20741145,"Prima","Dog","Female",43,20190603,"Terrier, Pit Bull/Mix","Fawn/White",NULL
80334,20741302,"Heifer","Dog","Female",0,20200212,"Mixed Breed (Large)","Brown/None",NULL
80335,20741313,"Rooster","Dog","Male",0,20200212,"Mixed Breed (Large)","Brindle/None",NULL
80336,20741333,"Piggie","Dog","Female",0,20200212,"Mixed Breed (Large)","Brown/None",NULL
80337,20741348,"Stallion","Dog","Male",0,20200212,"Mixed Breed (Large)","Brindle/None",NULL
80338,20741366,"Chick","Dog","Female",1.2125,20200212,"Mixed Breed (Large)","Black/None",NULL
80343,20742650,"Gerard","Dog","Male",76,20180204,"Hound, Plott/Mix","Brindle/White",NULL
80344,20742895,"Felix","Dog","Male",67,20160208,"Dalmatian/Mix","White/Black",NULL
80345,19739371,"Circe","Dog","Female",13,20150130,"Chihuahua","Black/Brown",NULL
80346,8176696,"Piccolo","Dog","Female",50,20160804,"Retriever/Mix","Black/White",NULL
80348,20744545,"Peppermint","Dog","Female",0,20180221,"Hound/Mixed Breed (Medium)","White/Black",NULL
80349,20712199,"Serena","Dog","Female",0,20191220,"Pyrenees, Great/Mix","White/None",NULL
80350,20712249,"Taylor","Dog","Female",0,20191220,"Shepherd, German","Black/None",NULL
80351,20712276,"Frankie","Dog","Male",0,20191220,"Pyrenees, Great/Mix","White/None",NULL
80362,20749254,"LaRue","Dog","Female",7,20070314,"Terrier, Yorkshire, Yorkie","Blue/Tan",NULL
80363,20749274,"Chanelle","Dog","Female",8,20090912,"Terrier, Yorkshire, Yorkie","Blue/Tan",NULL
80364,20749316,"Allison","Dog","Female",7,20110330,"Terrier, Yorkshire, Yorkie","White/Black",NULL
80366,20749366,"Chupa","Dog","Male",0,20190621,"Chihuahua/Mix","Tan/None",NULL
80367,20749407,"Stacey","Dog","Female",9,20170728,"Terrier, Yorkshire, Yorkie","Black/Tan",NULL
80368,20749435,"LeAnn","Dog","Female",9,20170728,"Terrier, Yorkshire, Yorkie","Silver/Tan",NULL
80369,20749443,"Teddy Bear","Dog","Male",7,20120226,"Terrier, Yorkshire, Yorkie","Blue/Tan",NULL
80370,20749458,"Brad","Dog","Male",4,20130522,"Terrier, Yorkshire, Yorkie","Blue/Tan",NULL
80371,20749476,"Tonya","Dog","Female",7,20090426,"Terrier, Yorkshire, Yorkie","Grey/Tan",NULL
80372,20749497,"Grace","Dog","Female",20,20171130,"Pug","Fawn/Black",NULL
80373,20749537,"Cecily","Dog","Female",9,20161211,"Terrier, Yorkshire, Yorkie","Silver/Black",NULL
80374,20749542,"Deadpool","Dog","Male",65.6,20160103,"Beauceron/Mix","Black/Tan",NULL
80375,20754448,"Junie","Dog","Female",10,20191126,"Retriever, Chocolate Labrador","Brown/White",NULL
80380,20758385,"Droolius Caesar","Dog","Male",0,20190804,"Shepherd, Anatolian","White/None",NULL
80381,20758508,"Phoebe Ruffay","Dog","Female",20,20191218,"Shepherd, Anatolian","White/None",NULL
80382,20758591,"Ozzy Pawsborne","Dog","Male",0,20191218,"Shepherd, Anatolian","White/Fawn",NULL
80383,20758717,"Pablo Escobark","Dog","Male",35,20191218,"Shepherd, Anatolian","White/Fawn",NULL
80384,20759277,"Bone Crawford","Dog","Female",0,20191218,"Shepherd, Anatolian","Brown/White",NULL
80385,20759640,"Jane Pawsten","Dog","Female",0,20190804,"Shepherd, Anatolian","Brown/White",NULL
80386,20759680,"Tina Spay","Dog","Female",18,20191218,"Shepherd, Anatolian","Brown/White",NULL
80387,20763914,"Danica","Dog","Female",27,20190822,"Chinese Shar-Pei/Mixed Breed (Medium)","Brindle/White",NULL
80388,20764354,"Oskar","Dog","Male",38.6,20180222,"Beagle/Cattle Dog","Tan/White",NULL
80389,20764448,"Jazzy","Dog","Male",43,20180222,"Beagle/Cattle Dog","Tan/White",NULL
80416,20778544,"Aloha","Dog","Female",55,20170223,"Shepherd, German/Mix","Tan/Tan",NULL
80417,20780372,"Piper","Dog","Female",15,20191127,"Retriever, Labrador","Black/White",NULL
80419,20790724,"Lilith","Dog","Female",21,20180626,"Mixed Breed (Medium)","White/Tan",NULL
80420,20790867,"Bonzai","Dog","Male",27,20180626,"Mixed Breed (Medium)","White/Tan",NULL
80421,20790905,"Buckaroo","Dog","Male",28,20180626,"Mixed Breed (Medium)","White/Tan",NULL
80422,20793921,"Jill","Dog","Female",0,20191128,"Terrier","Chocolate/None",NULL
80423,20793932,"Jackson","Dog","Male",0,20191128,"Terrier","Tan/None",NULL
80424,20793935,"Doug","Dog","Male",58.6,20130224,"Beagle","Black/Tan","Tricolor"
80434,20796478,"Rainbow","Dog","Male",4,20200123,"Shepherd, German","Black/None",NULL
80435,20796575,"Lucky Charms","Dog","Male",3,20200123,"Shepherd, German","Black/None",NULL
80436,20796576,"Frosted flakes","Dog","Female",9.75,20190924,"Terrier, Jack Russell","Brown/White",NULL
80437,20796595,"Leprechaun","Dog","Male",21,20200123,"Shepherd, German","Tan/None",NULL
80438,20796597,"Trix","Dog","Female",9,20190924,"Terrier, Jack Russell","Brown/White",NULL
80439,20796605,"Pot O'Gold","Dog","Female",4,20200123,"Shepherd, German","Tan/None",NULL
80440,20796610,"Clover","Dog","Male",4,20200123,"Shepherd, German","Black/None",NULL
80441,20796611,"Cheerios","Dog","Male",10,20190924,"Terrier/Mix","Brown/White",NULL
80442,20796616,"Fruit Loops","Dog","Female",7,20190924,"Terrier/Mix","Brown/White",NULL
80448,20809541,"Khadijah","Dog","Female",8.94,20200117,"Pinscher, Doberman/Mix","Black/None",NULL
80449,20809632,"Regine","Dog","Female",8.5,20191225,"Pinscher, Doberman/Mix","Black/None",NULL
80450,20809714,"Synclaire","Dog","Female",11.09,20191225,"Pinscher, Doberman/Mix","Black/None",NULL
80451,20809731,"Kyle Barker","Dog","Male",10.5,20191225,"Pinscher, Doberman/Mix","Brown/None",NULL
80452,20809756,"Overton","Dog","Male",13.09,20191225,"Pinscher, Doberman/Mix","Black/None",NULL
80462,20812977,"Tilly","Dog","Female",58,20180220,"Catahoula Leopard Dog/Mix","Red/Mahogany/White","Merle"
80463,20813143,"Sheldon","Dog","Male",7.75,20170128,"Chihuahua","Cream/Brown",NULL
80464,20813186,"Mr. Roo","Dog","Male",21,20110219,"Corgi, Pembroke Welsh/Mix","Tan/White",NULL
80465,20813426,"Hot Chocolate","Dog","Female",7.5,20200211,"Mixed Breed (Medium)","Chocolate/None",NULL
80466,20813450,"Coconut","Dog","Female",2.4,20200211,"Mixed Breed (Medium)","White/Brown",NULL
80467,20813481,"Salt and Time","Dog","Female",12.8,20190219,"Terrier, Rat/Chihuahua","Black/None",NULL
80468,20813522,"Barbon","Dog","Female",14.6,20190219,"Terrier, Rat/Chihuahua","White/Tan",NULL
80469,20813620,"Flounder","Dog","Male",73,20190215,"Shepherd, German","Black/Tan",NULL
80470,20813696,"Quagmire","Dog","Male",43,20190218,"Retriever, Labrador","Brown/White",NULL
80471,20813735,"Tia","Dog","Female",62,20170217,"Shepherd, German/Corgi, Cardigan Welsh","Tan/White",NULL
80472,20813758,"Tamara","Dog","Female",74,20170217,"Shepherd, German/Corgi, Cardigan Welsh","Tan/White",NULL
80473,20813934,"Johnny Carson","Dog","Male",73,20180122,"Terrier, Pit Bull/Mix","Black/White",NULL
80474,20814025,"Shia LaBark","Dog","Male",56.5,20180728,"Coonhound, Treeing Walker","Brown/Black","Tricolor"
80481,20814189,"Ford","Dog","Male",74,20180214,"Terrier, Pit Bull/Mix","Brindle/White",NULL
80482,20814220,"Lavender","Dog","Female",48,20191019,"Collie, Border","Black/White",NULL
80483,20814294,"Belle","Dog","Female",29,20150724,"Beagle/Pug","Brown/White",NULL
80484,20814390,"Mustang","Dog","Male",76,20190125,"Terrier, Pit Bull","Black/White",NULL
80488,20822896,"Frida","Dog","Female",17.4,20181130,"Xoloitzcuintle (Mexican Hairless)","Brown/Grey",NULL
80490,20823329,"Smoosh","Dog","Female",45,20190221,"Chinese Shar-Pei/Mix","Black/Brown",NULL
80491,20826401,"Sue","Dog","Female",40,20180226,"Shepherd/Mixed Breed (Medium)","Brown/Black",NULL
80492,20827639,"Fresh","Dog","Male",7,20190715,"Chihuahua/Papillon","Tan/None",NULL
80493,20827692,"Boone","Dog","Male",79,20170226,"Retriever, Black Labrador","Black/None",NULL
80508,20835822,"Lars","Dog","Female",0,20200130,"Cattle Dog, Australian (Blue Heeler)/Mix","Black/White",NULL
80518,20005162,"JJ Watt","Dog","Male",50,20180204,"Retriever","Black/White",NULL
80519,20352997,"Lady Bird","Dog","Female",45,20180207,"Retriever, Labrador/Terrier, Pit Bull","Black/None",NULL
80521,20845729,"Sweets","Dog","Female",70,20170221,"Pyrenees, Great","White/None",NULL
80522,20845905,"Grizzly","Dog","Male",95,20150106,"Shepherd, German/Mix","Tan/Brown",NULL
80523,20846069,"Python","Dog","Male",52,20151219,"Setter, Irish/Mix","Black/None",NULL
80524,20846216,"Bolt","Dog","Male",54,20150220,"Catahoula Leopard Dog/Retriever, Labrador","Red/Mahogany/Tan","Merle"
80525,20846364,"Cubby","Dog","Male",52.2,20170222,"Retriever, Labrador/Mix","Tan/White",NULL
80552,20857447,"Long Joan Silver","Dog","Female",4.8,20200222,"Terrier","Fawn/Sandy",NULL
80555,20862546,"Lillian Rose","Dog","Female",2,20200122,"Chihuahua, Short Coat","White/Brown",NULL
80576,20874223,"Stormy","Dog","Female",13.4,20191119,"Pyrenees, Great/Mix","Grey/None",NULL
80578,20883154,"Rory","Dog","Male",51.6,20190507,"Shepherd/Mixed Breed (Medium)","Brown/Cream",NULL
80582,20886033,"Matt Daneman","Dog","Male",17,20191126,"Shepherd, German","Black/White",NULL
80583,20886085,"Gwyneth Pawtrow","Dog","Female",18,20191126,"Shepherd, German","Black/Brown",NULL
80584,20886119,"Dane Fonda","Dog","Female",29,20191126,"Shepherd, German","Black/Brown",NULL
80585,20886141,"Thom Yorkie","Dog","Male",23,20191126,"Shepherd, German","Black/White",NULL
80586,20886221,"Ryan Fleacrest","Dog","Male",30,20191126,"Shepherd, German","Black/White",NULL
80587,20886239,"Billie Holidog","Dog","Male",18.88,20191126,"Shepherd, German","Black/Brown",NULL
80588,20886420,"Lagertha","Dog","Female",0,20200229,"Shepherd/Cattle Dog","Black/Brown","Tricolor"
80589,20886432,"Torvi","Dog","Female",0,20200229,"Shepherd/Cattle Dog","Brown/White",NULL
80590,20886453,"Helga","Dog","Female",0,20200229,"Shepherd/Cattle Dog","/None",NULL
80591,20886474,"Aslaug","Dog","Female",0,20200229,"Shepherd/Cattle Dog","Black/Brown","Tricolor"
80592,20886490,"Siggy","Dog","Female",0,20200229,"Shepherd/Cattle Dog","Black/White",NULL
80593,20886509,"Freydis","Dog","Female",0,20200229,"Shepherd/Cattle Dog","Black/Brown","Tricolor"
80594,20886516,"Ragnar","Dog","Male",9.5,20200229,"Shepherd/Cattle Dog","Black/Brown","Tricolor"
80595,20886521,"Rollo","Dog","Male",0,20200229,"Shepherd/Cattle Dog","Black/Brown","Tricolor"
80596,20886538,"Floki","Dog","Male",0,20200229,"Shepherd/Cattle Dog","/None",NULL
